Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank,PLAYER_ID,HeadshotURL
Will Riley,WAS,SF,74.0,22.1,10.3,2.0,0.8,2.1,2.9,0.7,0.1,1.3,1.2,0.439,1.1,3.3,0.316,0.502,12.1,0.548,20.2,-1.9,-2.6,-4.5,-1.0,3512520.0,16.778280542986426,3.257918552036199,3.420814479638009,1.3031674208144794,1.1402714932126696,0.1628959276018099,2.117647058823529,1.9547511312217192,35.42986425339367,31.90128923076923,False,0.0170215392952529,17.021539295252985,271.0,138.0,1642860.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642860.png
Jaylen Wells,MEM,SG,69.0,26.4,12.5,1.6,0.9,2.3,3.2,0.9,0.1,1.1,2.1,0.431,1.9,5.3,0.353,0.524,11.5,0.559,19.3,-1.8,-1.4,-3.1,-0.5,1955377.0,17.045454545454547,2.181818181818182,3.136363636363636,1.2272727272727275,1.2272727272727275,0.1363636363636363,1.5000000000000002,2.863636363636364,33.831818181818186,31.8892281715909,False,0.0228049306927431,22.804930692743103,272.0,68.0,1642377.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642377.png
Aaron Nesmith,IND,SF,45.0,29.7,13.8,1.9,1.1,3.1,4.2,0.6,0.5,1.4,2.8,0.414,2.3,6.2,0.379,0.517,10.8,0.554,19.8,-1.7,-1.6,-3.4,-0.5,11000000.0,16.72727272727273,2.303030303030303,3.757575757575758,1.3333333333333337,0.7272727272727272,0.6060606060606061,1.696969696969697,3.393939393939394,33.78181818181819,31.816374254545472,False,0.0095929977810773,9.592997781077347,273.0,315.0,1630174.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630174.png
John Konchar,2TM,SG,56.0,19.9,4.4,2.1,1.3,3.0,4.3,1.5,0.7,0.6,1.4,0.472,0.5,1.8,0.283,0.543,13.6,0.568,9.4,-1.3,2.2,0.9,0.8,6165000.0,7.959798994974876,3.798994974874372,5.42713567839196,2.351758793969849,2.71356783919598,1.2663316582914572,1.085427135678392,2.5326633165829144,30.925628140703527,31.769932269346743,True,0.0127952786583437,12.795278658343795,274.0,225.0,1629723.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629723.png
Guerschon Yabusele,2TM,C,67.0,15.0,5.6,0.9,0.8,2.7,3.5,0.4,0.2,0.6,1.2,0.401,1.0,2.9,0.352,0.511,11.1,0.543,16.1,-1.7,-0.5,-2.2,-0.1,5500000.0,13.439999999999998,2.16,6.48,1.92,0.96,0.48,1.44,2.88,33.252,31.519607349,True,0.0134400057321087,13.440005732108723,275.0,199.0,1627824.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627824.png
Jett Howard,ORL,SF,55.0,12.6,5.5,0.8,0.4,1.2,1.6,0.2,0.2,0.3,1.2,0.418,1.0,2.6,0.372,0.526,11.2,0.561,17.2,-0.8,-1.1,-1.8,0.0,5529720.0,15.714285714285715,2.285714285714286,3.4285714285714284,1.142857142857143,0.5714285714285715,0.5714285714285715,0.8571428571428571,3.4285714285714284,32.314285714285724,31.504464300000016,False,0.0133974001426671,13.39740014266714,276.0,201.0,1641724.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641724.png
Jordan Clarkson,NYK,SG,72.0,17.8,8.6,1.3,0.9,0.9,1.8,0.4,0.1,0.9,1.7,0.451,1.0,3.0,0.327,0.517,11.6,0.548,21.1,-1.9,-1.4,-3.3,-0.4,12947835.0,17.39325842696629,2.629213483146067,1.820224719101124,1.820224719101124,0.8089887640449438,0.2022471910112359,1.820224719101124,3.438202247191011,33.11797752808988,31.488286601123583,False,0.0087508542694058,8.750854269405886,277.0,342.0,203903.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203903.png
Keegan Murray,SAC,PF,23.0,34.5,14.0,1.7,1.4,4.3,5.7,1.0,1.6,1.2,1.8,0.42,1.3,4.9,0.277,0.472,11.7,0.499,18.7,-2.0,-1.0,-3.1,-0.2,11144093.0,14.608695652173914,1.7739130434782606,4.48695652173913,1.4608695652173913,1.0434782608695652,1.6695652173913045,1.2521739130434784,1.8782608695652177,33.83478260869565,31.455064636956514,False,0.0094225449538453,9.42254495384536,278.0,324.0,1631099.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631099.png
Keaton Wallace,ATL,PG,53.0,10.1,3.5,1.8,0.1,1.0,1.1,0.5,0.1,0.5,0.9,0.398,0.7,1.9,0.373,0.509,10.4,0.52,16.1,-3.0,0.3,-2.7,-0.1,2296274.0,12.475247524752476,6.415841584158416,3.5643564356435644,0.3564356435643564,1.7821782178217822,0.3564356435643564,1.7821782178217822,3.207920792079208,34.00396039603961,31.35934407920793,False,0.0206945084905448,20.694508490544877,279.0,89.0,1630811.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630811.png
Harrison Barnes,SAS,PF,77.0,25.8,9.9,1.9,0.8,2.0,2.8,0.6,0.2,0.8,1.1,0.456,1.8,4.6,0.388,0.577,11.8,0.608,14.6,-0.2,0.1,-0.1,1.0,19000000.0,13.813953488372093,2.6511627906976742,2.7906976744186047,1.1162790697674418,0.8372093023255813,0.2790697674418604,1.1162790697674418,1.5348837209302326,30.013953488372096,31.298380353488373,False,0.0071803408977555,7.1803408977555065,280.0,364.0,203084.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203084.png
Christian Braun,DEN,SG,44.0,31.8,12.0,2.7,1.4,3.4,4.8,0.7,0.3,1.0,2.3,0.519,1.0,3.3,0.301,0.575,12.6,0.607,14.8,-0.4,-0.9,-1.2,0.3,4921797.0,13.584905660377355,3.056603773584906,3.849056603773585,1.5849056603773584,0.7924528301886792,0.3396226415094339,1.1320754716981132,2.60377358490566,31.601886792452834,31.22080986509434,False,0.0140728583343197,14.072858334319774,281.0,189.0,1631128.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631128.png
Max Christie,DAL,SG,77.0,29.1,12.3,2.0,0.2,3.0,3.2,0.6,0.4,1.2,1.3,0.441,2.3,5.8,0.404,0.566,11.0,0.601,16.5,-1.0,-0.6,-1.5,0.3,7714286.0,15.216494845360824,2.474226804123711,3.711340206185567,0.2474226804123711,0.7422680412371134,0.4948453608247423,1.4845360824742269,1.6082474226804124,31.49072164948453,31.169227368556697,False,0.011222204255811,11.222204255811045,282.0,267.0,1631108.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631108.png
E.J. Liddell,BRK,PF,26.0,13.4,5.7,0.9,0.5,2.1,2.7,0.2,0.4,0.6,1.7,0.486,0.7,2.0,0.346,0.568,12.6,0.6,17.2,-2.2,-1.2,-3.3,-0.1,706898.0,15.313432835820896,2.417910447761194,5.64179104477612,1.343283582089552,0.5373134328358209,1.0746268656716418,1.611940298507463,4.567164179104478,33.79701492537314,31.167576716417923,False,0.0370701770848033,37.07017708480332,283.0,8.0,1630604.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630604.png
Jeremy Sochan,2TM,PF,44.0,10.7,3.6,0.9,0.8,1.6,2.4,0.4,0.2,0.5,1.4,0.496,0.3,1.0,0.244,0.539,12.2,0.563,14.6,-2.3,1.1,-1.2,0.1,7874853.0,12.112149532710282,3.0280373831775704,5.3831775700934585,2.6915887850467293,1.3457943925233646,0.6728971962616823,1.6822429906542058,4.710280373831775,31.760747663551403,31.12277813831776,True,0.0110906532959293,11.090653295929366,284.0,270.0,1631110.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png
Taylor Hendricks,2TM,PF,59.0,18.9,7.4,0.9,1.1,2.6,3.7,0.8,0.5,0.8,1.7,0.459,1.1,3.1,0.342,0.548,12.2,0.566,16.2,-1.5,-0.9,-2.4,-0.1,6127080.0,14.095238095238097,1.7142857142857144,4.952380952380953,2.095238095238096,1.523809523809524,0.9523809523809524,1.523809523809524,3.2380952380952386,32.91428571428572,31.09159131428572,True,0.0125607674461141,12.560767446114172,285.0,227.0,1641707.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641707.png
Dalen Terry,2TM,SG,48.0,11.5,3.7,1.4,0.5,1.3,1.8,0.6,0.3,0.5,1.0,0.439,0.5,1.4,0.364,0.516,11.6,0.523,14.8,-2.4,0.8,-1.7,0.0,5399118.0,11.582608695652176,4.3826086956521735,4.069565217391304,1.5652173913043477,1.8782608695652168,0.9391304347826086,1.5652173913043477,3.130434782608696,32.41565217391304,30.94560861130434,True,0.0133179573209114,13.317957320911471,286.0,202.0,1631207.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png
Ousmane Dieng,2TM,C,57.0,19.3,7.6,2.4,0.5,2.6,3.2,0.4,0.3,1.3,1.4,0.422,1.1,3.2,0.341,0.501,10.2,0.516,19.7,-2.6,-1.2,-3.8,-0.5,6670882.0,14.176165803108807,4.476683937823834,4.849740932642487,0.932642487046632,0.7461139896373057,0.5595854922279793,2.424870466321244,2.61139896373057,33.9481865284974,30.874520082901544,True,0.0119538715910297,11.953871591029763,287.0,244.0,1631172.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631172.png
Justin Edwards,PHI,SF,64.0,15.3,6.0,1.3,0.4,1.1,1.5,0.8,0.2,0.6,1.4,0.447,1.0,2.8,0.372,0.552,12.1,0.572,16.1,-1.8,0.6,-1.3,0.2,2048494.0,14.117647058823527,3.058823529411765,2.588235294117647,0.9411764705882352,1.8823529411764703,0.4705882352941176,1.4117647058823528,3.294117647058824,30.95294117647058,30.839040741176458,False,0.0215468363210669,21.546836321066976,288.0,78.0,1642348.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642348.png
Tre Mann,CHO,PG,53.0,12.6,5.5,1.6,0.4,1.4,1.7,0.5,0.1,1.0,1.3,0.36,0.9,2.9,0.323,0.442,8.3,0.462,23.3,-4.5,-0.8,-5.3,-0.5,8000000.0,15.714285714285715,4.571428571428572,4.0,1.142857142857143,1.4285714285714284,0.2857142857142857,2.8571428571428568,3.7142857142857135,35.12857142857143,30.68392862142857,False,0.010848407000828,10.848407000828068,289.0,275.0,1630544.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630544.png
Walter Clayton,2TM,PG,69.0,20.4,7.8,4.0,0.4,1.7,2.0,0.6,0.3,1.7,1.7,0.384,1.1,3.5,0.307,0.465,10.3,0.523,18.5,-2.2,-2.1,-4.3,-0.8,3991320.0,13.764705882352942,7.058823529411765,3.0000000000000004,0.7058823529411766,1.0588235294117647,0.5294117647058824,3.0000000000000004,3.0000000000000004,34.747058823529414,30.6190744632353,True,0.0153261751626486,15.326175162648674,290.0,170.0,1642383.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642383.png
Derrick Jones Jr.,LAC,SF,50.0,27.0,10.1,1.4,1.2,2.2,3.5,0.9,1.0,0.8,2.1,0.499,1.1,3.1,0.359,0.571,13.3,0.6,15.1,-0.6,-0.1,-0.7,0.5,10000000.0,13.466666666666669,1.8666666666666667,2.9333333333333336,1.6,1.2,1.3333333333333333,1.0666666666666669,2.8,30.01333333333334,30.495514000000007,False,0.0096435282657552,9.643528265755208,291.0,314.0,1627884.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png
Noah Penda,ORL,SF,59.0,12.8,3.8,1.2,1.1,2.0,3.2,0.5,0.3,0.7,1.2,0.404,0.5,1.6,0.323,0.478,11.3,0.506,14.8,-2.0,0.6,-1.5,0.1,1272870.0,10.687499999999998,3.375,5.625,3.09375,1.40625,0.8437499999999999,1.96875,3.375,31.7109375,30.3861747890625,False,0.0269329550503781,26.93295505037817,292.0,47.0,1642869.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642869.png
Jordan Walsh,BOS,PF,68.0,17.8,5.4,0.8,1.3,2.8,4.0,0.7,0.5,0.5,2.0,0.509,0.7,1.8,0.384,0.599,13.1,0.623,11.7,-1.4,1.6,0.2,0.7,2221677.0,10.921348314606742,1.6179775280898876,5.662921348314606,2.629213483146067,1.4157303370786516,1.0112359550561798,1.0112359550561798,4.044943820224719,29.45730337078652,30.373262948595503,False,0.0203775041591342,20.377504159134222,293.0,90.0,1641775.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641775.png
Landry Shamet,NYK,SG,51.0,23.0,9.3,1.4,0.5,1.4,1.8,0.6,0.2,0.6,1.5,0.437,2.0,5.2,0.392,0.578,11.2,0.598,15.7,-0.4,0.1,-0.3,0.5,2296274.0,14.556521739130435,2.1913043478260867,2.1913043478260867,0.7826086956521738,0.9391304347826086,0.3130434782608696,0.9391304347826086,2.347826086956521,29.12086956521739,30.32628907695652,False,0.0200127797700303,20.012779770030395,294.0,96.0,1629013.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629013.png
Svi Mykhailiuk,UTA,SF,50.0,23.1,9.4,1.9,0.7,1.8,2.5,0.5,0.1,0.8,1.3,0.478,2.0,4.8,0.408,0.613,11.4,0.626,14.8,0.3,-2.0,-1.7,0.1,3675000.0,14.649350649350648,2.9610389610389607,2.805194805194805,1.0909090909090908,0.7792207792207791,0.1558441558441558,1.2467532467532467,2.0259740259740258,31.145454545454548,30.289362381818187,False,0.0158001590752097,15.800159075209743,295.0,155.0,1629004.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629004.png
Drew Eubanks,SAC,C,42.0,13.1,5.2,0.5,0.9,2.1,3.0,0.4,0.6,0.7,1.4,0.596,0.0,0.2,0.143,0.599,13.6,0.605,16.3,-3.0,-0.7,-3.7,-0.2,2296274.0,14.290076335877863,1.3740458015267176,5.770992366412214,2.473282442748092,1.099236641221374,1.6488549618320612,1.9236641221374045,3.847328244274809,33.52671755725192,30.153146335877867,False,0.0198985202397201,19.898520239720128,296.0,99.0,1629234.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629234.png
Lonzo Ball,CLE,PG,35.0,20.8,4.6,3.9,0.7,3.3,4.0,1.3,0.3,1.5,1.3,0.301,1.1,4.2,0.272,0.415,9.5,0.432,13.7,-2.9,1.8,-1.1,0.2,10000000.0,7.96153846153846,6.75,5.711538461538462,1.2115384615384617,2.25,0.5192307692307692,2.596153846153846,2.25,31.67307692307692,29.86141753846153,False,0.0094430093582837,9.443009358283714,297.0,323.0,1628366.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628366.png
Kevon Looney,NOP,C,21.0,14.7,2.8,1.6,2.3,3.3,5.6,0.4,0.5,0.4,1.6,0.417,0.1,0.6,0.154,0.433,13.6,0.458,9.9,-1.2,-0.6,-1.8,0.0,8000000.0,6.857142857142857,3.918367346938776,8.081632653061224,5.63265306122449,0.979591836734694,1.2244897959183674,0.979591836734694,3.918367346938776,33.783673469387764,29.8255863612245,False,0.0105449371844434,10.544937184443423,298.0,285.0,1626172.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626172.png
Baylor Scheierman,BOS,SG,77.0,18.6,5.5,1.5,0.7,2.8,3.5,0.5,0.1,0.6,1.4,0.453,1.3,3.2,0.399,0.599,11.6,0.616,11.9,-0.7,1.3,0.6,0.9,2619000.0,10.64516129032258,2.903225806451613,5.419354838709676,1.354838709677419,0.9677419354838708,0.1935483870967742,1.161290322580645,2.709677419354838,28.31612903225806,29.8199988,False,0.0184263736028336,18.42637360283361,299.0,115.0,1631248.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631248.png
Ja'Kobe Walter,TOR,SG,72.0,20.5,7.5,1.2,0.8,1.8,2.6,1.0,0.2,0.5,2.3,0.446,1.5,3.7,0.409,0.582,11.8,0.61,14.0,-1.3,1.0,-0.3,0.6,3638160.0,13.170731707317072,2.107317073170732,3.1609756097560977,1.4048780487804875,1.7560975609756098,0.3512195121951219,0.8780487804878049,4.039024390243903,29.010731707317078,29.778457170731706,False,0.0156120989704356,15.612098970435634,300.0,161.0,1642266.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642266.png
Jamal Shead,TOR,PG,82.0,22.6,6.6,5.4,0.3,1.4,1.7,0.9,0.2,1.4,2.0,0.367,1.0,3.2,0.321,0.45,10.5,0.491,15.5,-2.3,0.0,-2.3,-0.1,1955377.0,10.513274336283184,8.601769911504425,2.230088495575221,0.4778761061946902,1.4336283185840708,0.3185840707964602,2.230088495575221,3.185840707964602,32.28053097345131,29.729987618362816,False,0.0212607938795105,21.26079387951053,301.0,82.0,1642347.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642347.png
Kobe Brown,2TM,PF,61.0,15.8,5.8,1.3,1.1,1.9,3.0,0.4,0.2,0.9,1.1,0.469,0.9,2.3,0.374,0.565,12.0,0.594,15.6,-1.2,-1.4,-2.7,-0.2,2654880.0,13.21518987341772,2.962025316455696,4.329113924050633,2.5063291139240507,0.9113924050632912,0.4556962025316455,2.050632911392405,2.5063291139240507,31.85316455696203,29.698431296202536,True,0.0182268266054612,18.226826605461245,302.0,116.0,1641738.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641738.png
Liam McNeeley,CHO,SF,31.0,11.9,4.3,0.8,0.4,1.9,2.4,0.2,0.1,0.4,1.2,0.4,0.8,1.9,0.4,0.526,10.6,0.588,14.4,-1.3,0.0,-1.3,0.1,2763960.0,13.008403361344538,2.4201680672268906,5.747899159663865,1.2100840336134453,0.6050420168067226,0.3025210084033613,1.2100840336134453,3.630252100840336,30.37310924369748,29.659841505882348,False,0.017840332698303,17.84033269830304,303.0,119.0,1642862.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642862.png
Ryan Dunn,PHO,SF,70.0,19.4,5.8,1.5,1.4,2.8,4.2,0.9,0.4,0.8,1.9,0.453,0.8,2.4,0.331,0.53,11.7,0.532,13.7,-2.1,1.2,-0.9,0.4,2657760.0,10.762886597938143,2.783505154639175,5.195876288659794,2.597938144329897,1.6701030927835052,0.7422680412371135,1.484536082474227,3.525773195876289,30.37731958762885,29.621834109278332,False,0.0181699639225338,18.169963922533867,304.0,117.0,1642346.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642346.png
Jase Richardson,ORL,SG,54.0,10.9,4.4,1.1,0.4,0.8,1.2,0.4,0.0,0.5,1.0,0.473,0.5,1.5,0.354,0.548,11.5,0.574,16.8,-1.9,-0.7,-2.5,-0.1,2983320.0,14.53211009174312,3.63302752293578,2.642201834862385,1.3211009174311927,1.3211009174311927,0.0,1.6513761467889907,3.3027522935779814,31.50825688073395,29.570685644036697,False,0.0171203041029477,17.120304102947753,305.0,131.0,1642859.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642859.png
Nick Smith Jr.,LAL,SG,30.0,12.5,6.2,1.0,0.1,0.7,0.8,0.3,0.1,0.7,0.9,0.435,1.1,2.9,0.395,0.54,10.2,0.552,22.0,-2.1,-2.6,-4.7,-0.3,2710680.0,17.856,2.88,2.016,0.288,0.864,0.288,2.016,2.5920000000000005,32.96160000000001,29.55913065600001,False,0.0179536407777758,17.953640777775874,306.0,118.0,1641733.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641733.png
Nae'Qwan Tomlin,CLE,PF,64.0,15.7,5.8,0.8,1.3,1.6,2.9,0.6,0.5,0.5,2.0,0.478,0.4,1.8,0.235,0.521,12.9,0.549,15.5,-2.2,0.1,-2.1,0.0,718150.0,13.29936305732484,1.8343949044585988,3.6687898089171975,2.980891719745223,1.375796178343949,1.1464968152866242,1.1464968152866242,4.585987261146497,31.20764331210192,29.381978665605093,False,0.0346715659128096,34.67156591280964,307.0,13.0,1641772.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641772.png
Vít Krejčí,2TM,PG,65.0,21.4,8.5,1.5,0.5,1.8,2.3,0.7,0.3,0.6,2.1,0.448,2.0,5.0,0.39,0.597,11.1,0.609,14.6,-1.5,0.0,-1.6,0.1,2349578.0,14.29906542056075,2.5233644859813085,3.0280373831775704,0.8411214953271029,1.1775700934579438,0.5046728971962616,1.0093457943925233,3.5327102803738324,30.14579439252337,29.344028500934584,True,0.01914365250042,19.143652500420004,308.0,109.0,1630249.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630249.png
Jabari Walker,PHI,PF,64.0,11.9,4.3,0.5,1.1,1.9,3.0,0.4,0.2,0.4,1.6,0.455,0.5,1.5,0.337,0.531,12.5,0.568,15.0,-2.1,-0.6,-2.7,-0.1,724598.0,13.008403361344538,1.512605042016807,5.747899159663865,3.327731092436975,1.2100840336134453,0.6050420168067226,1.2100840336134453,4.840336134453781,32.00672268907563,29.30100504201681,False,0.0344218297043404,34.4218297043404,309.0,14.0,1631133.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631133.png
Jalen Pickett,DEN,SG,50.0,16.1,5.2,2.3,0.4,1.9,2.3,0.3,0.1,0.7,0.8,0.422,1.0,2.5,0.386,0.528,10.3,0.541,14.8,-1.1,-1.1,-2.3,-0.1,2221677.0,11.627329192546584,5.1428571428571415,4.248447204968944,0.8944099378881987,0.670807453416149,0.2236024844720496,1.5652173913043474,1.7888198757763971,31.43850931677018,29.18162333664596,False,0.0195780299245158,19.57802992451585,310.0,102.0,1629618.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629618.png
Dominick Barlow,PHI,PF,71.0,23.8,7.7,1.2,1.9,2.9,4.8,0.9,0.7,0.8,2.1,0.539,0.3,1.2,0.256,0.565,13.2,0.597,12.8,-1.5,0.4,-1.1,0.4,3415000.0,11.647058823529411,1.815126050420168,4.386554621848739,2.8739495798319323,1.361344537815126,1.0588235294117645,1.2100840336134453,3.1764705882352944,29.97226890756302,29.10653828193277,False,0.015750531105016,15.75053110501606,311.0,158.0,1631230.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631230.png
Mouhamed Gueye,ATL,PF,77.0,15.3,4.4,0.9,1.2,2.4,3.6,0.8,0.5,0.4,1.6,0.452,0.5,1.7,0.308,0.521,12.0,0.539,12.4,-2.6,1.3,-1.3,0.2,2221677.0,10.352941176470589,2.117647058823529,5.647058823529411,2.8235294117647056,1.8823529411764703,1.1764705882352942,0.9411764705882352,3.764705882352941,30.77647058823529,29.06795816470588,False,0.0195017716536189,19.501771653618924,312.0,104.0,1631243.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631243.png
Tyrese Martin,2TM,SG,46.0,16.9,6.3,1.7,0.7,1.8,2.5,0.5,0.1,0.9,0.7,0.394,1.2,3.6,0.321,0.489,10.3,0.501,18.4,-2.0,-1.4,-3.4,-0.3,2191897.0,13.420118343195266,3.621301775147929,3.8343195266272194,1.4911242603550297,1.0650887573964498,0.2130177514792899,1.9171597633136097,1.4911242603550297,32.09112426035502,28.92007360295857,True,0.0195339163136049,19.53391631360499,313.0,103.0,1631213.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631213.png
Nick Richards,2TM,C,48.0,14.6,5.8,0.3,1.6,3.5,5.1,0.2,0.7,1.2,1.8,0.512,0.1,0.4,0.278,0.525,11.9,0.562,18.2,-4.9,-1.2,-6.1,-0.7,5000000.0,14.301369863013695,0.7397260273972602,8.63013698630137,3.945205479452055,0.4931506849315069,1.7260273972602738,2.958904109589041,4.438356164383562,35.408219178082184,28.87120412054794,True,0.0129115950011634,12.911595001163446,314.0,217.0,1630208.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630208.png
Gradey Dick,TOR,SG,76.0,14.0,6.0,0.7,0.6,1.4,1.9,0.6,0.1,0.6,1.3,0.419,0.7,2.4,0.301,0.492,10.7,0.538,18.7,-3.2,-0.4,-3.6,-0.4,4990560.0,15.428571428571429,1.7999999999999998,3.6,1.542857142857143,1.542857142857143,0.2571428571428572,1.542857142857143,3.342857142857143,31.85999999999999,28.778659289999982,False,0.0128823744015829,12.88237440158299,315.0,219.0,1641711.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641711.png
Jake LaRavia,LAL,PF,82.0,25.1,8.2,1.8,1.4,2.6,4.0,1.3,0.5,1.1,2.4,0.459,1.0,3.0,0.321,0.533,11.9,0.571,14.4,-1.6,0.5,-1.2,0.4,6000000.0,11.7609561752988,2.581673306772908,3.729083665338645,2.0079681274900394,1.8645418326693224,0.7171314741035857,1.5776892430278886,3.4422310756972108,29.208764940239043,28.624695003585657,False,0.0116859828002633,11.685982800263329,316.0,251.0,1631222.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631222.png
Bub Carrington,WAS,PG,82.0,27.7,10.7,4.6,0.4,3.0,3.4,0.6,0.2,2.3,2.2,0.424,2.1,5.0,0.408,0.538,9.9,0.556,18.0,-2.2,-2.5,-4.7,-1.6,4677600.0,13.906137184115524,5.978339350180505,3.898916967509025,0.5198555956678701,0.779783393501805,0.259927797833935,2.989169675090253,2.8592057761732854,33.29675090252707,28.5831839133574,False,0.0132159705828683,13.215970582868318,317.0,207.0,1642267.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642267.png
Carter Bryant,SAS,PF,71.0,11.5,4.2,0.7,0.5,2.0,2.5,0.2,0.3,0.5,1.3,0.408,0.7,2.2,0.335,0.506,9.9,0.526,16.3,-3.1,0.2,-3.0,-0.2,4900320.0,13.147826086956522,2.1913043478260867,6.260869565217391,1.5652173913043477,0.6260869565217392,0.9391304347826086,1.5652173913043477,4.069565217391304,31.382608695652166,28.441985960869555,False,0.0128483600135461,12.848360013546149,318.0,220.0,1642868.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642868.png
Taurean Prince,MIL,SF,26.0,23.5,9.2,1.8,0.2,3.0,3.1,0.6,0.2,1.2,1.8,0.45,2.3,5.4,0.436,0.61,10.5,0.617,16.2,-1.3,-1.8,-3.1,-0.2,3303774.0,14.093617021276597,2.7574468085106383,4.595744680851063,0.3063829787234042,0.9191489361702128,0.3063829787234042,1.8382978723404253,2.7574468085106383,30.255319148936174,27.62943025531916,False,0.0152008111646242,15.200811164624293,319.0,173.0,1627752.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627752.png
Bogdan Bogdanović,LAC,SG,23.0,19.7,7.4,2.2,0.3,2.3,2.6,0.4,0.1,1.2,2.0,0.388,1.4,4.1,0.347,0.497,8.9,0.525,18.6,-2.3,-0.8,-3.1,-0.1,16020000.0,13.52284263959391,4.020304568527919,4.203045685279188,0.5482233502538071,0.7309644670050762,0.182741116751269,2.1928934010152283,3.654822335025381,30.033502538071065,27.437043274111677,False,0.0068549777954324,6.854977795432488,320.0,371.0,203992.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203992.png
Dean Wade,CLE,PF,59.0,22.3,5.8,1.5,0.9,3.3,4.2,0.7,0.4,0.3,1.5,0.439,1.2,3.3,0.362,0.567,10.9,0.58,9.9,-0.8,1.0,0.2,0.7,6623456.0,9.363228699551568,2.42152466367713,5.3273542600896855,1.452914798206278,1.1300448430493273,0.6457399103139013,0.4843049327354259,2.42152466367713,27.306726457399098,27.380217161434967,False,0.0106388469338766,10.638846933876694,321.0,282.0,1629731.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629731.png
Terrence Shannon Jr.,MIN,SG,43.0,12.5,5.6,0.9,0.2,0.9,1.1,0.3,0.0,0.6,1.2,0.45,0.7,1.8,0.408,0.541,11.1,0.597,17.7,-2.5,-1.1,-3.6,-0.2,2674080.0,16.128,2.5920000000000005,2.5920000000000005,0.5760000000000001,0.864,0.0,1.728,3.456,30.326400000000007,27.279114530400008,False,0.0166818061910971,16.681806191097195,322.0,144.0,1630545.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630545.png
