Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank,PLAYER_ID,HeadshotURL
Jarrett Allen,CLE,C,56.0,27.1,15.4,1.8,2.6,5.9,8.5,1.0,0.8,1.3,1.7,0.638,0.0,0.2,0.1,0.639,22.1,0.669,19.9,2.2,0.4,2.6,1.8,20000000.0,20.457564575645755,2.3911439114391144,7.837638376383763,3.453874538745388,1.328413284132841,1.062730627306273,1.726937269372694,2.2583025830258303,49.3970479704797,59.20223041937269,False,0.0132380211637323,13.238021163732322,54.0,205.0,1628386.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628386.png
De'Aaron Fox,SAS,PG,72.0,31.0,18.6,6.2,0.6,3.2,3.8,1.2,0.3,2.3,2.3,0.486,1.8,5.5,0.332,0.549,17.6,0.578,24.9,1.5,0.6,2.2,2.4,37096620.0,21.6,7.2,3.7161290322580647,0.6967741935483871,1.3935483870967742,0.3483870967741935,2.670967741935484,2.670967741935484,48.82064516129034,59.19148709419356,False,0.0097183398085484,9.718339808548418,55.0,312.0,1628368.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628368.png
Brandon Miller,CHO,SF,65.0,30.3,20.2,3.3,1.1,3.8,4.9,1.0,0.7,2.5,2.8,0.435,3.1,8.2,0.383,0.533,16.8,0.574,28.1,1.7,-0.1,1.6,1.8,11968800.0,24.0,3.92079207920792,4.514851485148514,1.306930693069307,1.188118811881188,0.8316831683168316,2.9702970297029703,3.3267326732673266,48.11287128712871,59.18273852376237,False,0.0171068383730225,17.10683837302253,56.0,132.0,1641706.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641706.png
Kevin Porter Jr.,MIL,PG,38.0,33.2,17.4,7.4,0.9,4.3,5.2,2.2,0.5,2.9,2.3,0.465,1.2,3.8,0.322,0.51,18.7,0.567,24.3,0.8,1.2,2.1,1.3,5134000.0,18.867469879518072,8.024096385542169,4.662650602409638,0.9759036144578312,2.385542168674699,0.5421686746987951,3.144578313253012,2.4939759036144573,48.62168674698796,58.362244890361445,False,0.0257575206344294,25.75752063442944,57.0,56.0,1629645.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629645.png
Darius Garland,2TM,PG,45.0,29.9,18.8,6.7,0.4,2.0,2.4,1.0,0.2,2.9,1.9,0.46,2.7,6.8,0.396,0.551,17.1,0.582,27.4,2.2,-2.4,-0.2,0.6,39446090.0,22.635451505016725,8.066889632107024,2.4080267558528425,0.4816053511705686,1.2040133779264213,0.2408026755852843,3.4916387959866224,2.2876254180602005,48.90702341137124,57.17269730568562,True,0.0091030452446543,9.103045244654304,58.0,331.0,1629636.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629636.png
Coby White,2TM,SG,50.0,25.0,17.4,4.0,0.3,3.1,3.4,0.5,0.1,2.6,2.2,0.446,2.3,6.4,0.362,0.539,16.1,0.595,28.8,0.6,-1.9,-1.3,0.2,12888889.0,25.056,5.76,4.464,0.432,0.72,0.144,3.744,3.168,49.4064,57.015426756,True,0.0158812483606928,15.881248360692869,59.0,154.0,1629632.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629632.png
Jalen Green,PHO,SG,32.0,25.9,17.8,2.8,0.5,3.1,3.6,1.1,0.3,2.3,1.3,0.422,2.2,7.1,0.313,0.491,14.8,0.516,31.9,-0.2,-0.9,-1.1,0.2,33584499.0,24.741312741312743,3.891891891891892,4.308880308880309,0.6949806949806949,1.5289575289575292,0.416988416988417,3.196911196911197,1.8069498069498071,48.73899613899614,56.9781871945946,False,0.0098319393457569,9.831939345756949,60.0,306.0,1630224.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630224.png
Donovan Clingan,POR,C,77.0,27.2,12.1,2.1,4.5,7.1,11.6,0.6,1.7,1.2,2.4,0.52,1.1,3.2,0.341,0.582,20.9,0.604,16.9,2.4,0.6,3.0,2.6,7178400.0,16.014705882352942,2.7794117647058822,9.397058823529411,5.955882352941177,0.7941176470588236,2.25,1.5882352941176472,3.1764705882352944,48.69926470588236,56.65540282279411,False,0.021145964772854,21.14596477285403,61.0,85.0,1642270.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642270.png
Trey Murphy III,NOP,SF,66.0,35.5,21.5,3.8,1.0,4.8,5.7,1.5,0.4,1.8,2.1,0.47,3.2,8.6,0.379,0.572,18.3,0.613,22.7,3.0,-0.6,2.4,2.6,25000000.0,21.80281690140845,3.853521126760563,4.867605633802817,1.0140845070422535,1.5211267605633805,0.4056338028169014,1.8253521126760563,2.1295774647887327,46.69859154929577,56.572558998591546,False,0.0113145117997183,11.31451179971831,62.0,262.0,1630530.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630530.png
Kel'el Ware,MIA,C,77.0,22.1,11.1,0.7,2.8,6.2,9.0,0.8,1.1,0.8,1.5,0.53,1.2,3.0,0.395,0.601,20.0,0.616,18.0,2.1,0.1,2.1,1.8,4443360.0,18.081447963800905,1.1402714932126696,10.099547511312217,4.561085972850679,1.3031674208144794,1.7918552036199096,1.3031674208144794,2.443438914027149,48.97466063348416,56.46787107692308,False,0.0267883314593944,26.78833145939444,63.0,48.0,1642276.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642276.png
Jrue Holiday,POR,PG,53.0,29.4,16.3,6.1,1.3,3.3,4.6,1.0,0.1,2.8,1.5,0.451,2.6,6.8,0.378,0.548,16.4,0.573,23.5,2.4,-0.5,1.9,1.6,32400000.0,19.95918367346939,7.469387755102041,4.040816326530612,1.5918367346938775,1.2244897959183674,0.1224489795918367,3.4285714285714284,1.836734693877551,47.34489795918368,56.44093280357144,False,0.0099156611624332,9.915661162433254,64.0,305.0,201950.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201950.png
Nikola Vučević,2TM,C,64.0,28.4,15.1,3.3,2.0,6.4,8.4,0.6,0.6,1.3,2.0,0.493,1.6,4.2,0.369,0.556,17.7,0.574,21.4,1.4,0.1,1.5,1.6,21481481.0,19.140845070422536,4.183098591549296,8.11267605633803,2.535211267605634,0.7605633802816901,0.7605633802816901,1.647887323943662,2.535211267605634,48.41619718309859,56.00572907323944,True,0.012083711429019,12.083711429019008,65.0,238.0,202696.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202696.png
Brandon Ingram,TOR,SF,77.0,33.8,21.5,3.7,0.8,4.8,5.6,0.8,0.7,2.4,1.9,0.477,1.8,4.6,0.382,0.529,16.3,0.573,26.9,1.0,-0.5,0.5,1.7,38095238.0,22.89940828402367,3.940828402366865,5.112426035502959,0.8520710059171599,0.8520710059171599,0.7455621301775148,2.5562130177514795,2.0236686390532546,47.305917159763325,55.97477394807694,False,0.0090689499015732,9.068949901573244,66.0,332.0,1627742.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627742.png
Shaedon Sharpe,POR,SG,50.0,29.4,20.8,2.6,1.0,3.3,4.3,1.4,0.1,2.9,2.0,0.452,2.1,6.1,0.337,0.511,15.3,0.546,30.5,-0.4,-0.9,-1.4,0.2,8399983.0,25.46938775510204,3.183673469387755,4.040816326530612,1.2244897959183674,1.7142857142857142,0.1224489795918367,3.5510204081632653,2.4489795918367347,48.04897959183673,55.57219628571428,False,0.0191742487594157,19.1742487594157,67.0,108.0,1631101.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631101.png
Isaiah Hartenstein,OKC,C,47.0,24.2,9.2,3.5,3.2,6.3,9.4,1.0,0.8,1.7,2.5,0.622,0.0,0.1,0.0,0.622,19.8,0.631,16.1,1.0,3.2,4.2,1.8,28500000.0,13.68595041322314,5.206611570247935,9.371900826446282,4.760330578512397,1.487603305785124,1.1900826446280992,2.5289256198347108,3.71900826446281,45.86280991735537,55.34501244917355,False,0.0103670706803416,10.367070680341632,68.0,293.0,1628392.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628392.png
RJ Barrett,TOR,SF,57.0,30.3,19.3,3.3,1.0,4.3,5.3,0.7,0.3,1.7,2.6,0.491,1.7,5.0,0.339,0.55,17.0,0.585,25.8,1.0,-0.7,0.2,1.0,27705357.0,22.930693069306933,3.92079207920792,5.108910891089109,1.188118811881188,0.8316831683168316,0.3564356435643564,2.01980198019802,3.089108910891089,47.26930693069307,55.2467077128713,False,0.0104960170404255,10.496017040425595,69.0,287.0,1629628.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629628.png
Robert Williams,POR,C,59.0,17.1,6.7,1.0,2.4,4.6,7.0,0.6,1.5,0.8,1.3,0.708,0.2,0.4,0.391,0.726,22.1,0.722,13.1,2.0,2.4,4.5,1.7,13285713.0,14.105263157894736,2.1052631578947367,9.684210526315788,5.052631578947368,1.263157894736842,3.1578947368421053,1.6842105263157894,2.736842105263157,45.64210526315788,54.97928513684209,False,0.0150836572555098,15.08365725550989,70.0,176.0,1629057.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629057.png
Aaron Gordon,DEN,PF,36.0,27.9,16.2,2.7,1.4,4.4,5.8,0.6,0.3,1.1,1.7,0.497,1.7,4.4,0.389,0.574,18.5,0.62,21.9,2.9,-1.2,1.7,0.9,22841455.0,20.903225806451616,3.483870967741936,5.67741935483871,1.806451612903226,0.7741935483870969,0.3870967741935484,1.4193548387096775,2.193548387096774,46.0967741935484,54.537711451612914,False,0.0114112974860754,11.411297486075492,71.0,257.0,203932.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203932.png
Collin Sexton,2TM,SG,68.0,23.7,15.4,3.3,0.6,1.7,2.3,1.1,0.1,2.1,2.1,0.485,1.6,4.1,0.401,0.561,17.4,0.615,25.9,1.1,-0.5,0.6,1.1,18975000.0,23.392405063291143,5.012658227848101,2.5822784810126582,0.9113924050632912,1.6708860759493671,0.1518987341772152,3.189873417721519,3.189873417721519,45.85822784810127,54.49032632278482,True,0.0125091706286333,12.509170628633306,72.0,229.0,1629012.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png
Brandon Williams,DAL,PG,66.0,22.2,13.0,3.9,0.5,2.4,2.9,0.9,0.3,1.9,1.6,0.472,0.5,2.3,0.232,0.501,16.8,0.572,25.1,0.1,0.3,0.4,0.9,2270735.0,21.08108108108108,6.324324324324325,3.891891891891892,0.8108108108108109,1.4594594594594597,0.4864864864864865,3.081081081081081,2.5945945945945947,46.63783783783784,54.15623461621621,False,0.0359389375459882,35.93893754598822,73.0,9.0,1585.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1585.png
Brandon Williams,DAL,PG,66.0,22.2,13.0,3.9,0.5,2.4,2.9,0.9,0.3,1.9,1.6,0.472,0.5,2.3,0.232,0.501,16.8,0.572,25.1,0.1,0.3,0.4,0.9,2270735.0,21.08108108108108,6.324324324324325,3.891891891891892,0.8108108108108109,1.4594594594594597,0.4864864864864865,3.081081081081081,2.5945945945945947,46.63783783783784,54.15623461621621,False,0.0359389375459882,35.93893754598822,73.0,9.0,1630314.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630314.png
Russell Westbrook,SAC,SF,64.0,29.0,15.2,6.7,1.3,4.2,5.4,1.3,0.2,3.3,2.3,0.427,2.0,5.9,0.338,0.503,15.1,0.528,25.9,0.6,-1.0,-0.4,0.7,2296274.0,18.868965517241374,8.317241379310346,5.2137931034482765,1.6137931034482758,1.6137931034482758,0.2482758620689655,4.096551724137931,2.8551724137931034,47.81172413793104,54.119944535172415,False,0.035714575179317,35.71457517931707,74.0,11.0,201566.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201566.png
Kon Knueppel,CHO,SF,81.0,31.5,18.5,3.4,1.2,4.1,5.3,0.7,0.2,2.0,2.1,0.475,3.4,7.9,0.425,0.601,17.1,0.633,22.3,3.1,-0.4,2.8,3.1,10015680.0,21.142857142857142,3.885714285714285,4.685714285714285,1.3714285714285712,0.7999999999999999,0.2285714285714285,2.2857142857142856,2.4,44.04571428571428,54.06400767428571,False,0.0170831524232757,17.0831524232757,75.0,134.0,1642851.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642851.png
Day'Ron Sharpe,BRK,C,62.0,18.7,8.7,2.3,2.8,3.9,6.7,1.1,0.4,1.7,2.4,0.601,0.1,0.6,0.231,0.614,20.5,0.638,19.9,0.4,1.0,1.4,1.0,6250000.0,16.748663101604276,4.427807486631016,7.508021390374331,5.3903743315508015,2.117647058823529,0.770053475935829,3.272727272727273,4.620320855614974,46.684491978609614,53.9858679946524,False,0.0215943471978609,21.594347197860955,76.0,77.0,1630549.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630549.png
Paul George,PHI,PF,37.0,30.7,17.3,3.6,0.5,4.8,5.3,1.7,0.4,1.7,2.3,0.439,2.7,6.9,0.392,0.536,16.7,0.57,23.3,1.0,0.7,1.7,1.1,51666090.0,20.286644951140065,4.221498371335505,5.628664495114006,0.5863192182410424,1.993485342019544,0.4690553745928339,1.993485342019544,2.6970684039087947,45.51596091205212,53.93877155863193,False,0.0075040937861795,7.504093786179513,77.0,360.0,202331.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202331.png
Jusuf Nurkić,UTA,C,41.0,26.4,10.9,4.8,2.6,7.8,10.4,1.3,0.5,2.5,3.3,0.503,0.6,1.7,0.352,0.538,16.4,0.548,19.3,-0.5,1.6,1.1,0.9,19375000.0,14.863636363636363,6.545454545454546,10.636363636363637,3.545454545454546,1.772727272727273,0.6818181818181819,3.409090909090909,4.5,48.150000000000006,53.72860665,False,0.0122063191937892,12.206319193789218,78.0,235.0,203994.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203994.png
Jalen Suggs,ORL,PG,57.0,27.6,13.8,5.5,0.6,3.2,3.9,1.8,0.7,2.7,2.5,0.435,2.1,6.3,0.339,0.529,15.6,0.561,22.9,0.7,1.8,2.5,1.8,35000000.0,18.0,7.173913043478261,4.173913043478261,0.7826086956521738,2.347826086956521,0.9130434782608696,3.5217391304347827,3.260869565217391,44.43260869565217,53.6224818701087,False,0.009063853740325,9.063853740325024,79.0,333.0,1630591.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630591.png
Immanuel Quickley,TOR,PG,70.0,31.9,16.4,5.9,0.5,3.5,4.0,1.3,0.1,1.5,2.0,0.443,2.5,6.8,0.374,0.541,16.6,0.577,21.1,1.9,0.6,2.4,2.5,32500000.0,18.507836990595614,6.6583072100313485,3.949843260188088,0.5642633228840126,1.4670846394984327,0.1128526645768025,1.6927899686520378,2.2570532915360504,44.46394984326019,53.01379988087773,False,0.0092992356638923,9.29923566389237,80.0,328.0,1630193.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630193.png
Nickeil Alexander-Walker,ATL,SG,78.0,33.4,20.8,3.7,0.7,2.8,3.4,1.3,0.5,2.1,2.2,0.459,3.2,8.1,0.399,0.564,16.5,0.61,23.9,1.6,-0.4,1.2,2.1,15161800.0,22.41916167664671,3.988023952095809,3.0179640718562872,0.7544910179640718,1.401197604790419,0.5389221556886228,2.263473053892216,2.37125748502994,44.64431137724552,52.970081982035936,False,0.0136036441618278,13.603644161827814,81.0,197.0,1629638.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629638.png
CJ McCollum,2TM,PG,76.0,29.8,18.7,3.9,0.8,2.5,3.3,0.8,0.5,1.8,1.9,0.455,2.5,6.7,0.375,0.538,15.9,0.566,25.7,1.4,-1.7,-0.3,1.0,30666666.0,22.59060402684564,4.711409395973154,3.02013422818792,0.9664429530201342,0.9664429530201342,0.6040268456375839,2.174496644295302,2.2953020134228184,46.10536912751678,52.706747334563765,True,0.0095177202153248,9.51772021532481,82.0,321.0,203468.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203468.png
Tre Jones,CHI,PG,65.0,27.0,14.1,5.4,0.6,2.6,3.1,1.2,0.2,1.4,1.4,0.553,0.6,2.0,0.315,0.586,18.7,0.637,19.2,1.2,0.1,1.3,1.5,8000000.0,18.8,7.2,3.466666666666667,0.8,1.6,0.2666666666666666,1.8666666666666667,1.8666666666666667,45.98000000000001,52.699896230000014,False,0.0186322269960301,18.63222699603019,83.0,113.0,1630200.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630200.png
Jaren Jackson Jr.,2TM,C,48.0,30.3,19.4,2.0,0.9,4.8,5.7,1.1,1.4,2.2,3.7,0.476,1.8,4.9,0.357,0.534,15.7,0.576,26.2,-1.1,0.5,-0.6,0.5,35000000.0,23.04950495049505,2.376237623762376,5.702970297029703,1.0693069306930694,1.306930693069307,1.6633663366336633,2.613861386138614,4.396039603960396,46.05742574257426,52.56935515247526,True,0.0088858428350897,8.885842835089788,84.0,336.0,1628991.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628991.png
Grayson Allen,PHO,SG,51.0,28.8,16.5,3.8,0.7,2.3,3.0,1.4,0.3,1.6,2.3,0.403,3.1,8.9,0.349,0.522,16.1,0.568,23.8,1.9,0.2,2.1,1.5,16875000.0,20.625,4.75,2.875,0.8749999999999999,1.7499999999999998,0.375,2.0,2.875,43.475,52.437433600000006,False,0.0127649623290663,12.764962329066371,85.0,226.0,1628960.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628960.png
Amen Thompson,HOU,PG,79.0,37.4,18.3,5.3,3.0,4.8,7.8,1.5,0.6,2.4,2.2,0.534,0.3,1.5,0.216,0.545,18.9,0.594,20.0,1.6,1.0,2.6,3.4,9690600.0,17.614973262032088,5.101604278074866,4.620320855614974,2.8877005347593583,1.4438502673796791,0.5775401069518717,2.310160427807487,2.117647058823529,44.04224598930481,52.387209665775394,False,0.0168286753836386,16.82867538363865,86.0,140.0,1641708.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641708.png
Mark Williams,PHO,C,60.0,23.6,11.7,1.0,3.1,4.9,8.0,0.9,0.9,1.1,2.2,0.644,0.0,0.0,1.0,0.645,21.8,0.68,17.4,1.5,0.5,2.0,1.4,6276531.0,17.847457627118644,1.5254237288135593,7.474576271186441,4.728813559322033,1.3728813559322033,1.3728813559322033,1.6779661016949152,3.3559322033898304,44.90847457627118,52.205317423728815,False,0.0208379456838311,20.83794568383113,87.0,88.0,1631109.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631109.png
Desmond Bane,ORL,SG,82.0,33.6,20.1,4.1,1.2,2.9,4.1,1.0,0.5,2.0,3.1,0.484,2.0,5.2,0.391,0.553,16.9,0.607,23.3,1.6,-0.2,1.4,2.3,36725670.0,21.535714285714285,4.392857142857142,3.107142857142857,1.2857142857142856,1.0714285714285714,0.5357142857142857,2.142857142857143,3.321428571428572,43.9125,52.118324540625,False,0.0086001412087993,8.600141208799398,88.0,345.0,1630217.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630217.png
Derrick White,BOS,SG,77.0,34.1,16.5,5.4,1.1,3.3,4.4,1.1,1.3,1.7,1.5,0.394,2.7,8.3,0.327,0.489,16.0,0.529,22.0,2.2,1.0,3.2,3.5,28100000.0,17.419354838709676,5.700879765395895,3.4838709677419355,1.161290322580645,1.161290322580645,1.372434017595308,1.7947214076246334,1.5835777126099706,42.75659824046921,52.02498343108505,False,0.0098142878288419,9.814287828841934,89.0,307.0,1628401.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png
Sandro Mamukelashvili,TOR,C,80.0,21.9,11.2,1.9,1.4,3.6,4.9,0.8,0.5,0.8,1.8,0.523,1.4,3.7,0.389,0.614,18.1,0.637,18.8,2.1,0.7,2.8,2.1,2461463.0,18.410958904109588,3.1232876712328768,5.917808219178083,2.3013698630136985,1.315068493150685,0.8219178082191781,1.315068493150685,2.9589041095890414,43.479452054794514,52.00572275342465,False,0.0331477824895236,33.147782489523664,90.0,18.0,1630572.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630572.png
Marvin Bagley III,2TM,PF,60.0,20.0,10.5,1.4,2.5,3.6,6.1,0.5,0.7,1.0,2.1,0.618,0.4,0.9,0.462,0.647,20.2,0.661,18.6,1.8,-1.0,0.8,0.8,2296274.0,18.9,2.52,6.48,4.5,0.9,1.2599999999999998,1.8,3.78,45.60300000000001,51.527425197000014,True,0.0340037322063199,34.00373220631999,91.0,15.0,1628963.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628963.png
Bobby Portis,MIL,PF,67.0,24.2,13.7,1.6,1.3,5.1,6.4,0.6,0.2,1.0,1.6,0.488,2.0,4.4,0.456,0.578,17.1,0.587,23.1,1.5,-1.6,0.0,0.8,13445754.0,20.3801652892562,2.3801652892561984,7.586776859504132,1.9338842975206607,0.8925619834710744,0.2975206611570248,1.487603305785124,2.3801652892561984,45.66198347107438,51.51821237541323,False,0.0140497373165512,14.0497373165512,92.0,191.0,1626171.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png
Jaime Jaquez Jr.,MIA,SF,75.0,28.3,15.4,4.7,1.3,3.7,5.0,0.7,0.3,2.0,1.8,0.507,0.8,2.4,0.317,0.539,15.7,0.57,22.3,0.3,-0.1,0.1,1.1,3861600.0,19.59010600706714,5.978798586572439,4.7067137809187285,1.6537102473498233,0.8904593639575972,0.381625441696113,2.544169611307421,2.2897526501766783,45.75053003533569,51.47665727385159,False,0.0261955001343075,26.195500134307565,93.0,51.0,1631170.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631170.png
Dylan Harper,SAS,SG,69.0,22.6,11.8,3.9,0.8,2.6,3.4,0.8,0.3,1.4,2.0,0.505,0.9,2.6,0.343,0.551,16.2,0.574,21.8,0.3,1.1,1.4,1.3,12370320.0,18.79646017699115,6.212389380530973,4.141592920353983,1.2743362831858407,1.2743362831858407,0.4778761061946902,2.230088495575221,3.185840707964602,44.25132743362832,51.41624586902656,False,0.014618738467402,14.618738467402087,94.0,183.0,1642844.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642844.png
Payton Pritchard,BOS,PG,79.0,32.4,17.0,5.2,0.9,3.1,3.9,0.7,0.1,1.4,1.5,0.464,2.7,7.1,0.377,0.561,17.1,0.584,21.4,2.6,-0.3,2.3,2.8,7232143.0,18.88888888888889,5.777777777777779,3.4444444444444446,1.0,0.7777777777777777,0.1111111111111111,1.5555555555555554,1.6666666666666667,43.06666666666666,51.38078826666666,False,0.0191058894444247,19.10588944442477,95.0,110.0,1630202.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630202.png
Santi Aldama,MEM,PF,43.0,27.9,14.0,2.9,1.6,5.1,6.7,0.9,0.7,1.3,1.6,0.479,1.6,4.7,0.35,0.553,16.3,0.572,20.2,1.3,0.4,1.7,1.1,18485916.0,18.06451612903226,3.741935483870968,6.580645161290323,2.0645161290322585,1.161290322580645,0.903225806451613,1.6774193548387095,2.0645161290322585,44.49032258064518,51.36638358709679,False,0.0119469900770964,11.946990077096403,96.0,245.0,1630583.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630583.png
Ryan Rollins,MIL,PG,74.0,32.1,17.3,5.6,0.7,3.8,4.6,1.5,0.4,2.7,2.6,0.472,2.5,6.1,0.406,0.561,16.2,0.583,24.2,0.7,-0.5,0.2,1.3,4000000.0,19.401869158878505,6.280373831775701,4.261682242990654,0.7850467289719626,1.6822429906542056,0.4485981308411215,3.02803738317757,2.9158878504672896,44.495327102803735,51.111839242990655,False,0.0255559196214953,25.555919621495327,97.0,58.0,1631157.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631157.png
Andrew Nembhard,IND,PG,57.0,31.3,16.9,7.7,0.4,2.4,2.8,0.9,0.1,2.4,2.2,0.442,1.9,5.2,0.361,0.513,15.7,0.564,23.6,1.1,-1.9,-0.8,0.6,18102000.0,19.43769968051118,8.856230031948883,2.760383386581469,0.4600638977635783,1.035143769968051,0.1150159744408945,2.760383386581469,2.530351437699681,46.10990415335464,50.9284455028754,False,0.0119700824009173,11.970082400917306,98.0,243.0,1629614.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629614.png
Miles Bridges,CHO,PF,77.0,31.0,17.1,3.2,1.0,4.9,5.8,0.6,0.4,1.4,1.7,0.46,1.9,5.8,0.333,0.531,16.0,0.57,22.3,1.2,-0.1,1.1,1.9,25000000.0,19.858064516129037,3.7161290322580647,5.690322580645162,1.161290322580645,0.6967741935483871,0.4645161290322581,1.6258064516129032,1.9741935483870967,43.92580645161289,50.78551691129031,False,0.010157103382258,10.15710338225806,99.0,297.0,1628970.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628970.png
Cam Spencer,MEM,SG,72.0,23.8,11.1,5.6,0.6,2.0,2.5,0.7,0.2,1.3,1.4,0.473,2.0,4.5,0.449,0.604,17.2,0.649,17.2,3.0,-0.8,2.2,1.8,2537989.0,16.789915966386552,8.470588235294116,3.0252100840336134,0.907563025210084,1.0588235294117645,0.3025210084033613,1.9663865546218489,2.117647058823529,43.73697478991597,50.78171270294119,False,0.0318759015190927,31.87590151909273,100.0,21.0,1642285.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642285.png
Ajay Mitchell,OKC,SG,57.0,25.8,13.6,3.6,0.7,2.6,3.3,1.2,0.3,1.4,2.1,0.485,1.1,3.1,0.347,0.536,16.8,0.585,21.8,0.3,1.6,1.9,1.4,3000000.0,18.97674418604651,5.023255813953488,3.627906976744186,0.9767441860465116,1.6744186046511629,0.4186046511627906,1.953488372093023,2.930232558139535,42.411627906976754,50.2405409651163,False,0.0290063898504423,29.00638985044232,101.0,31.0,1642349.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642349.png
Reed Sheppard,HOU,SG,82.0,26.2,13.5,3.4,0.3,2.6,2.9,1.5,0.7,1.5,2.0,0.43,2.8,7.0,0.394,0.55,15.7,0.564,21.7,1.2,1.5,2.7,2.5,10603560.0,18.549618320610687,4.67175572519084,3.5725190839694663,0.4122137404580153,2.0610687022900764,0.9618320610687022,2.0610687022900764,2.7480916030534357,41.50992366412214,50.15702318015266,False,0.0154030208793676,15.40302087936766,102.0,167.0,1642263.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642263.png
DeMar DeRozan,SAC,PF,77.0,31.2,18.4,4.1,0.5,2.5,2.9,1.0,0.3,1.2,1.9,0.497,0.6,1.9,0.32,0.52,17.8,0.594,22.8,0.9,-1.0,-0.1,1.1,24570000.0,21.23076923076923,4.730769230769231,2.884615384615385,0.576923076923077,1.153846153846154,0.3461538461538461,1.3846153846153846,2.192307692307692,44.342307692307685,49.96935656538461,False,0.0100809434610384,10.080943461038451,103.0,301.0,201942.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201942.png
Keldon Johnson,SAS,SF,82.0,23.3,13.2,1.4,1.7,3.7,5.4,0.6,0.1,0.9,2.0,0.519,1.2,3.3,0.363,0.582,17.3,0.613,21.0,1.2,-0.3,0.9,1.4,17500000.0,20.39484978540772,2.1630901287553645,5.716738197424892,2.6266094420600856,0.927038626609442,0.1545064377682403,1.390557939914163,3.0901287553648067,43.52446351931331,49.94266967381974,False,0.0119385815241373,11.938581524137314,104.0,246.0,1629640.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629640.png
Naz Reid,MIN,C,77.0,26.1,13.6,2.2,1.2,5.0,6.2,1.0,1.0,1.6,2.5,0.456,2.1,5.8,0.362,0.549,15.4,0.565,22.1,-0.1,1.0,0.9,1.5,21551724.0,18.75862068965517,3.03448275862069,6.896551724137931,1.6551724137931032,1.379310344827586,1.379310344827586,2.206896551724138,3.4482758620689653,43.57241379310344,49.94102994827586,False,0.0107576271108046,10.757627110804624,105.0,276.0,1629675.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629675.png
